Player_Name,Matches_Batted,Batting_Average,Runs_Scored,Matches_Bowled,Bowling_Average,Wickets_Taken
Alzarri Joseph,7.0,0.0,7.0,7.0,32.14,7.0
Alzarri Joseph,9.0,5.0,5.0,9.0,37.71,7.0
Alzarri Joseph,3.0,0.0,15.0,3.0,14.5,6.0
Lockie Ferguson,3.0,0.0,0.0,3.0,96.0,1.0
Lockie Ferguson,13.0,2.5,5.0,13.0,35.58,12.0
Lockie Ferguson,8.0,0.0,18.0,8.0,17.23,13.0
Lockie Ferguson,5.0,0.0,43.0,5.0,24.66,6.0
Lockie Ferguson,5.0,0.0,0.0,5.0,91.5,2.0
Lockie Ferguson,4.0,0.0,1.0,4.0,31.0,3.0
Mohammed Siraj,2.0,0.0,0.0,2.0,32.0,2.0
Mohammed Siraj,14.0,1.0,1.0,14.0,19.79,19.0
Mohammed Siraj,15.0,15.0,30.0,15.0,57.11,9.0
Mohammed Siraj,15.0,20.0,20.0,15.0,32.09,11.0
Mohammed Siraj,9.0,17.0,17.0,9.0,21.45,11.0
Mohammed Siraj,9.0,4.0,4.0,9.0,38.42,7.0
Mohammed Siraj,11.0,12.5,25.0,11.0,33.36,11.0
Mohammed Siraj,6.0,0.0,0.0,6.0,21.2,10.0
Yash Dayal,2.0,0.0,0.0,2.0,25.5,2.0
Yash Dayal,5.0,0.0,0.0,5.0,82.5,2.0
Yash Dayal,9.0,0.0,0.0,9.0,26.91,11.0
Tom Curran,3.0,21.0,21.0,3.0,26.0,4.0
Tom Curran,5.0,83.0,83.0,5.0,69.33,3.0
Tom Curran,5.0,7.66,23.0,5.0,19.66,6.0
Reece Topley,1.0,0.0,0.0,1.0,14.0,1.0
Himanshu Sharma,1.0,0.0,0.0,1.0,0.0,0.0
Rajan Kumar,0.0,0.0,0.0,0.0,0.0,0.0
Vyshak Vijay Kumar,7.0,13.0,13.0,7.0,28.11,9.0
Abdul Samad,1.0,15.0,15.0,1.0,0.0,0.0
Abdul Samad,9.0,42.25,169.0,9.0,0.0,0.0
Abdul Samad,2.0,2.0,4.0,2.0,0.0,0.0
Abdul Samad,11.0,12.33,111.0,11.0,9.0,1.0
Abdul Samad,12.0,22.2,111.0,12.0,96.0,1.0
Aiden Markram,1.0,18.0,18.0,1.0,0.0,0.0
Aiden Markram,13.0,22.55,248.0,13.0,70.0,1.0
Aiden Markram,14.0,47.63,381.0,14.0,64.0,1.0
Aiden Markram,6.0,29.2,146.0,6.0,0.0,0.0
Rahul Tripathi,1.0,20.0,20.0,1.0,0.0,0.0
Rahul Tripathi,13.0,22.75,273.0,13.0,0.0,0.0
Rahul Tripathi,14.0,37.55,413.0,14.0,0.0,0.0
Rahul Tripathi,17.0,28.35,397.0,17.0,0.0,0.0
Rahul Tripathi,11.0,23.0,230.0,11.0,0.0,0.0
Rahul Tripathi,8.0,23.5,141.0,8.0,0.0,0.0
Rahul Tripathi,12.0,25.11,226.0,12.0,0.0,0.0
Rahul Tripathi,14.0,27.92,391.0,14.0,0.0,0.0
Glenn Phillips,5.0,7.8,39.0,5.0,20.0,1.0
Glenn Phillips,3.0,13.0,26.0,3.0,20.0,1.0
Mayank Agarwal,1.0,32.0,32.0,1.0,0.0,0.0
Mayank Agarwal,10.0,27.0,270.0,10.0,0.0,0.0
Mayank Agarwal,13.0,16.33,196.0,13.0,0.0,0.0
Mayank Agarwal,12.0,40.09,441.0,12.0,0.0,0.0
Mayank Agarwal,11.0,38.54,424.0,11.0,0.0,0.0
Mayank Agarwal,13.0,25.53,332.0,13.0,0.0,0.0
Mayank Agarwal,11.0,12.0,120.0,11.0,0.0,0.0
Mayank Agarwal,3.0,8.66,26.0,3.0,0.0,0.0
Mayank Agarwal,3.0,9.0,27.0,3.0,0.0,0.0
Mayank Agarwal,10.0,23.66,213.0,10.0,0.0,0.0
Mayank Agarwal,8.0,14.37,115.0,8.0,0.0,0.0
Mayank Agarwal,5.0,13.4,67.0,5.0,0.0,0.0
Mayank Agarwal,16.0,20.45,225.0,16.0,0.0,0.0
Mayank Agarwal,8.0,20.14,141.0,8.0,0.0,0.0
Anmolpreet Singh,4.0,26.25,105.0,4.0,0.0,0.0
Anmolpreet Singh,2.0,6.5,13.0,2.0,0.0,0.0
Anmolpreet Singh,1.0,16.0,16.0,1.0,0.0,0.0
Heinrich Klaasen,1.0,63.0,63.0,1.0,0.0,0.0
Heinrich Klaasen,12.0,49.78,448.0,12.0,0.0,0.0
Heinrich Klaasen,3.0,4.5,9.0,0.0,0.0,0.0
Heinrich Klaasen,4.0,19.0,57.0,4.0,0.0,0.0
Upendra Singh Yadav,0.0,0.0,0.0,0.0,0.0,0.0
Nitish Kumar Reddy,2.0,0.0,0.0,2.0,0.0,0.0
Travis Head,7.0,30.2,151.0,7.0,40.5,2.0
Travis Head,3.0,27.0,54.0,3.0,0.0,0.0
Abhishek Sharma,1.0,32.0,32.0,1.0,0.0,0.0
Abhishek Sharma,11.0,20.55,226.0,11.0,62.0,2.0
Abhishek Sharma,14.0,30.43,426.0,14.0,0.0,0.0
Abhishek Sharma,8.0,16.33,98.0,8.0,16.0,4.0
Abhishek Sharma,8.0,14.2,71.0,8.0,45.5,2.0
Abhishek Sharma,3.0,4.5,9.0,3.0,21.0,1.0
Abhishek Sharma,3.0,63.0,63.0,3.0,0.0,0.0
Marco Jansen,1.0,0.0,1.0,1.0,0.0,0.0
Marco Jansen,8.0,13.0,39.0,8.0,26.7,10.0
Marco Jansen,8.0,9.0,9.0,8.0,39.14,7.0
Marco Jansen,2.0,0.0,0.0,2.0,22.5,2.0
Washington Sundar,7.0,15.0,60.0,7.0,48.67,3.0
Washington Sundar,9.0,14.43,101.0,9.0,39.83,6.0
Washington Sundar,6.0,7.75,31.0,6.0,39.33,3.0
Washington Sundar,15.0,18.5,111.0,15.0,37.25,8.0
Washington Sundar,3.0,0.5,1.0,3.0,18.5,4.0
Washington Sundar,7.0,21.66,65.0,7.0,48.0,4.0
Washington Sundar,11.0,9.0,9.0,11.0,23.12,8.0
Sanvir Singh,2.0,11.0,11.0,2.0,0.0,0.0
Wanindu Hasaranga,8.0,16.5,33.0,8.0,28.67,9.0
Wanindu Hasaranga,16.0,5.43,38.0,16.0,16.54,26.0
Wanindu Hasaranga,2.0,1.0,1.0,2.0,0.0,0.0
Pat Cummins,1.0,0.0,0.0,1.0,32.0,1.0
Pat Cummins,5.0,15.75,63.0,5.0,30.29,7.0
Pat Cummins,7.0,31.0,93.0,7.0,26.33,9.0
Pat Cummins,14.0,20.85,146.0,14.0,34.08,12.0
Pat Cummins,12.0,15.4,77.0,12.0,24.86,15.0
Pat Cummins,3.0,0.0,0.0,3.0,97.0,1.0
Pat Cummins,1.0,0.0,0.0,1.0,29.0,1.0
Akash Singh,6.0,0.0,0.0,6.0,37.6,5.0
Akash Singh,0.0,0.0,0.0,1.0,0.0,0.0
Shahbaz Ahamad,1.0,16.0,16.0,1.0,0.0,0.0
Shahbaz Ahamad,10.0,10.5,42.0,10.0,95.0,1.0
Shahbaz Ahamad,16.0,27.38,219.0,16.0,84.0,4.0
Shahbaz Ahamad,11.0,8.42,59.0,11.0,13.14,7.0
Shahbaz Ahamad,2.0,0.0,1.0,2.0,22.0,2.0
Bhuvneshwar Kumar,1.0,0.0,0.0,1.0,0.0,0.0
Bhuvneshwar Kumar,14.0,14.0,42.0,14.0,26.56,16.0
Bhuvneshwar Kumar,14.0,8.0,24.0,14.0,31.92,12.0
Bhuvneshwar Kumar,11.0,34.0,34.0,11.0,55.83,6.0
Bhuvneshwar Kumar,4.0,0.0,0.0,4.0,33.0,3.0
Bhuvneshwar Kumar,15.0,4.0,12.0,15.0,35.46,13.0
Bhuvneshwar Kumar,12.0,6.5,13.0,12.0,39.33,9.0
Bhuvneshwar Kumar,14.0,4.0,4.0,14.0,14.19,26.0
Bhuvneshwar Kumar,17.0,7.16,43.0,17.0,21.3,23.0
Bhuvneshwar Kumar,14.0,17.0,17.0,14.0,22.61,18.0
Bhuvneshwar Kumar,14.0,1.0,1.0,14.0,17.7,20.0
Bhuvneshwar Kumar,16.0,7.42,52.0,16.0,28.53,13.0
Bhuvneshwar Kumar,11.0,13.33,40.0,11.0,35.12,8.0
Bhuvneshwar Kumar,4.0,0.0,1.0,4.0,22.33,3.0
Fazalhaq Farooqi,4.0,0.0,1.0,4.0,29.25,4.0
Fazalhaq Farooqi,3.0,0.0,2.0,3.0,55.0,2.0
Jaydev Unadkat,3.0,9.0,9.0,3.0,0.0,0.0
Jaydev Unadkat,5.0,19.67,59.0,5.0,31.67,6.0
Jaydev Unadkat,6.0,20.5,41.0,6.0,42.0,4.0
Jaydev Unadkat,7.0,9.0,9.0,7.0,57.0,4.0
Jaydev Unadkat,11.0,1.0,1.0,11.0,39.8,10.0
Jaydev Unadkat,15.0,12.25,49.0,15.0,44.18,11.0
Jaydev Unadkat,12.0,0.0,2.0,12.0,13.41,24.0
Jaydev Unadkat,1.0,0.0,0.0,1.0,0.0,0.0
Jaydev Unadkat,1.0,0.0,0.0,1.0,0.0,0.0
Jaydev Unadkat,9.0,1.0,1.0,9.0,30.0,9.0
Jaydev Unadkat,13.0,0.0,2.0,13.0,28.46,13.0
Jaydev Unadkat,1.0,0.0,0.0,1.0,0.0,0.0
Jaydev Unadkat,7.0,0.0,0.0,7.0,25.0,6.0
Jaydev Unadkat,3.0,0.0,0.0,3.0,21.25,4.0
T Natarajan,1.0,0.0,0.0,1.0,10.67,3.0
T Natarajan,12.0,0.0,0.0,12.0,41.0,10.0
T Natarajan,11.0,0.0,0.0,11.0,22.56,18.0
T Natarajan,2.0,0.0,0.0,2.0,34.5,2.0
T Natarajan,16.0,0.0,3.0,16.0,31.5,16.0
T Natarajan,6.0,0.0,0.0,6.0,57.5,2.0
Umran Malik,8.0,19.0,19.0,8.0,43.4,5.0
Umran Malik,14.0,4.0,4.0,14.0,20.18,22.0
Umran Malik,3.0,0.0,0.0,3.0,48.0,2.0
Mayank Markande,1.0,0.0,0.0,1.0,19.5,2.0
Mayank Markande,10.0,0.0,21.0,10.0,25.0,12.0
Mayank Markande,2.0,0.0,0.0,2.0,57.0,1.0
Mayank Markande,1.0,0.0,0.0,1.0,0.0,0.0
Mayank Markande,3.0,6.0,6.0,3.0,59.0,1.0
Mayank Markande,14.0,10.5,21.0,14.0,24.53,15.0
Jhathavedh Subramanyan,0.0,0.0,0.0,0.0,0.0,0.0
